id,text,label,script,source,synthetic
aaca72b1b549faf6,ട്രെയിലർ പൊളിച്ചു..സൂപ്പർ .\r ഒരു പാട് പ്രതീക്ഷകളുംണർത്തുന്നു \r പക്ഷെ ഐ പി മാൻ പഞ്ചൊക്കെ ഇച്ചിരി ഓവർ ആണ്.,ham,native,dravidian_codemix,False
b27b9dc18e98a520,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,spam,roman,uci_sms,False
0d3eb6643ca218cf,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,ham,roman,sms_phishing,False
e350780e42d87805,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",spam,roman,sms_phishing,False
ee64f1835c0db7a9,For ur chance to win a Â£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com,spam,roman,sms_phishing,False
2df24f1401cf6ced,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",smishing,roman,sms_phishing,False
3bec7e4560cb2b4b,You have 1 new message. Please call 08712400200.,smishing,roman,sms_phishing,False
b41ee84e3e85b152,WIN URGENT! Your mobile number has been awarded with a Â£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,smishing,roman,sms_phishing,False
2ae2e2ce549828c7,URGENT! Your Mobile number has been awarded with a Â£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,smishing,roman,sms_phishing,False
1386716d9622dcda,അപ്പൊ ഇതൊരൊന്നൊരാ മൊതലാണല്ലേ Suraj ആണ് നടൻ ന്ന് തോന്നുന്നു,ham,native,dravidian_codemix,False
4f00828c79e22c05,FROM 88066 LOST Â£12 HELP,spam,roman,sms_phishing,False
b423e93e205db8a1,മാസ്സാണ്.... മനസ്സുമാണ് ഇട്ടിമാണി Onam with ഇട്ടിച്ചായന് THE COMPLETE ACTOR M O H A N LAL in ഇട്ടിമാണി made in china Sept; 06,ham,native,dravidian_codemix,False
f8469a31914df301,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,ham,roman,sms_phishing,False
be4076979d544e41,നിവിൻ അച്ചായന് ഇക്കാടെ അനിയൻമാരുടെ പിറന്നാൾ ആശംസകൾ,ham,native,dravidian_codemix,False
5e30974c7e161482,Mm umma ask vava also to come tell him can play later together,ham,roman,sms_phishing,False
c18de943ffaa1caa,ഉസ്മാനെ... ബാളെടുത്ത് ബീസ് ഉസ്മാനെ ... നല്ല ഡയലോഗ് ഡെലിവറി... ഇത് പൊളിക്കും,ham,native,dravidian_codemix,False
854398c6cb56aeb8,"Its ok chikku, and its my 1 of favourite song..:-)",ham,roman,sms_phishing,False
12553aaeb0d66ced,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL,spam,roman,uci_sms,False
3741ebf34bea0adb,I plane to give on this month end.,ham,roman,sms_phishing,False
8ed51dd1dd9d2389,Uff ഇജ്ജാതി ന്റ പൊന്ന് മമ്മൂക്ക വേറെ വേറെ വേറെ ലെവൽ ടീസർ ആ ചിരി,ham,native,dravidian_codemix,False
6c1255421434d33d,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,spam,roman,sms_phishing,False
21d20aabb14cb9c9,Shylok കുറച്ച് മാറി നിക്ക്...,ham,native,dravidian_codemix,False
b60c4e8130b1bd96,ഈ പള്ളി എവിടാണ് .. കുറെ സിനിമകൾ ശ്രദ്ധിക്കുന്നു..🤔,ham,native,dravidian_codemix,False
c084f9805da3b112,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",spam,roman,sms_phishing,False
f6cb9e5383b760b1,So that takes away some money worries,ham,roman,uci_sms,False
d846e9244e62570b,ഇത് ഒന്ന് ഇറങ്ങിട്ട് വേണം. നിവിൻ ഹേറ്റേഴ്സിന്റെ അണ്ണാക്കിൽ വെച്ച് പടക്കം പൊട്ടിക്കൻ....,ham,native,dravidian_codemix,False
993ff2e4fc7ed8c7,Serious? What like proper tongued her,ham,roman,sms_phishing,False
a0bc4a96bb716435,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service.,spam,roman,sms_phishing,False
f08b83f73bd6c62d,Joju George ഫാൻസ് ലൈക്ക് അടി,ham,native,dravidian_codemix,False
a442b0c9ff471248,പേട്ട മൂവി ലെ രജനി കാന്തിനെ കണ്ട അതെ ഫീൽ... അതെ രോമാഞ്ചം തോന്നുന്ന cut...,ham,native,dravidian_codemix,False
494ec8c112b58e0a,Gettin rdy to ship comp,ham,roman,uci_sms,False
8b91e2fd345c8ee8,HMM yeah if your not too grooved out! And im looking forward to my pound special :),ham,roman,uci_sms,False
d2d6af5a585a0c5f,Now GET RID OF -Cockroach -Termite -Bedbug -Rats -Any Pest 4Best DEALS in PestControlServices/ Chemical/Herbal/Odorless DIAL-N-ASK 080-62222222,spam,roman,sms_phishing,False
aa9acb0684c2a489,"I'm outside islands, head towards hard rock and you'll run into me",ham,roman,uci_sms,False
afa3c9e233d3098b,One സപ്പോർട്ട് a time ther is a കള്ളൻ and പോലിസ്,ham,native,dravidian_codemix,False
c262aa70f5be4f1b,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",ham,roman,sms_phishing,False
49eb5f4472494d80,മലയാള സിനിമയിൽ 800 കളിലെ സൂപ്പർ സംവിധായകരിൽ ഇന്നും ഗ്യാരണ്ടിയുള്ള ഒരേ ഒരു സംവിധായകൻ... ബാക്കിയുള്ളവർക്കെല്ലാം അടി തെറ്റിയപ്പോളും മേക്കിങ്ങിൽ എന്നും ആധുനികത പുലർത്തുന ജോഷി ഒരു അൽഭുതമാണ്...Benz Vaasu എന്ന ചിത്രത്തിൽ ജയന്റ ഒരു സ്റ്റണ്ട് രംഗം മാത്രം ഷൂട്ട് ചെയ്ത് സിനിമയിൽ കാലെടുത്തു വെച്ച ജോഷി ഇന്നും ഒരു മാസ് സംവിധായകനാവുന്നത് സിനിമയെ ഒരു പ്രേക്ഷകനായി ആവേശത്തോടെ പിന്തുടരുന്ന കൊണ്ടാണ്...,ham,native,dravidian_codemix,False
9124fdbb43b11734,Are you driving or training?,ham,roman,sms_phishing,False
5d6a88ed1c9d3b17,Wat would u like 4 ur birthday?,ham,roman,sms_phishing,False
afe7c6b3c6deab2c,പടം കണ്ടതിനു ശേഷം വരുന്നവർക്ക് ലൈക് അടിക്കാനുള്ള നൂൽ....,ham,native,dravidian_codemix,False
368dd4e71d0637de,ജോഷി എന്ന പേര് കണ്ടപ്പോൾ രോമാഞ്ചം അടിച്ചവർ ഉണ്ടോ,ham,native,dravidian_codemix,False
ef1a9ef8f5d625e2,Not sure I have the stomach for it ...,ham,roman,sms_phishing,False
c8f94e474c7f23d4,FREE entry into our Â£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,smishing,roman,sms_phishing,False
36697d6596c7a319,Howz that persons story..have u heard that?,ham,roman,sms_phishing,False
1d6929cc26c707d1,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",ham,roman,uci_sms,False
7292c5971b528db0,Swasu .. മുത്തേ..... All the best ..... ഞങ്ങളുടെ ച ങ്കിടി പായ ടwasu ന് എല്ലാവിധ ആശംസകള്..... LOVe you ... too....,ham,native,dravidian_codemix,False
13b8ac1a05225f8c,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,smishing,roman,sms_phishing,False
a15d25b91bcbbfec,"Aight, we'll head out in a few",ham,roman,sms_phishing,False
5b479d5334d7f9ae,U are subscribed to the best Mobile Content Service in the UK for Â£3 per 10 days until you send STOP to 82324. Helpline 08706091795,spam,roman,sms_phishing,False
cbd93e0f3b6f557e,നീ ഒക്കെ കൂടെ ആരാധിച്ചു ആരാധിച്ചു വളര്ത്തിയിട്ട് അല്ല ഞാൻ നടന് ആയത് kiduve..,ham,native,dravidian_codemix,False
6411e294d9fddf9b,My name is Theresa & I have 7.3milion Dollar to transfer to you for charity work to help the poor ones in ur place india. Contact memea.theresamarie@gmail.com,smishing,roman,sms_phishing,False
20a16c091f355ff5,അന്നും ഇന്നും ഇനിയെന്നും ദിലീപേട്ടൻ ഉയിരാണ്.....വേഷപ്പകർച്ചയുടെ തമ്പുരാൻ ഒന്ന് മാത്രം.. ജനപ്രിയനായകൻ,ham,native,dravidian_codemix,False
bced6727eba2928f,മാമാങ്കം കണ്ട് വന്നിട്ട്.. ഹാ മരക്കാര് കസറും എന്ന് പറഞ്ഞു വന്ന ഞാൻ... ഇതും പ്രിയദർശൻ പൊട്ടിക്കും,ham,native,dravidian_codemix,False
548d237993a17c86,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX Â£1.50,spam,roman,sms_phishing,False
7b031cef0e927e51,പ്രതീക്ഷ മുയ്മൻ തകർത്തൂലോ... ഫാൻസുകാർക്കപ്പുറം എത്ര പേർ കാണുമെന്ന് കണ്ടറിയണം. ഭാസ പൈസ കളയാതിരിക്കട്ടെ,ham,native,dravidian_codemix,False
98169d2eef654f40,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,spam,roman,uci_sms,False
35407e7cd2c80f0e,"Your iPhone ID is due to expire today, Please tap https://is.gd/AppVerify to update and prevent loss of services and Apps.",smishing,roman,sms_phishing,False
e75fbe16a63e9a8f,സാധാരണ ഒറ്റത്തവണയേ ഒരു സിനിമ കാണാറുള്ളു...... ഇത് ഒന്നൂടെ കാണാനൊരു ആഗ്രഹം....... പ്രത്യേകിച്ച് ഫഹദിന്റെ അഭിനയം........ ഹോ....... നോ.... രക്ഷ..........,ham,native,dravidian_codemix,False
45591f6b0ac4b2aa,ലാലേട്ടന്റെ കോട്ടയിൽ മമ്മൂക്കയുടെയും പിള്ളേരുടെയും വെരിത്തനം പുലിയെ മടയിൽചെന്ന് കൊന്നാണ് ശീലം മാമാങ്കം Success Celebration at Sania Cinema Eramallor,ham,native,dravidian_codemix,False
b9859c94a03b94e6,! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,smishing,roman,sms_phishing,False
b89e57b444450b75,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",spam,roman,uci_sms,False
343997d1306e7602,ഈ ഓണം ഇട്ടി ഇച്ചായൻ അങ്ങ് എടുത്തു എന്ന് പറഞ്ഞേക്ക്,ham,native,dravidian_codemix,False
6b0442332d0f4591,ട്രൈലെർ പോരാ... അതു ഷൈലോക്ക് തന്നെ....,ham,native,dravidian_codemix,False
1d7e7d6ce90239cc,Against കമ്മീസ്,ham,native,dravidian_codemix,False
f573c8b3881c2abf,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,smishing,roman,sms_phishing,False
f69b6c076faccefe,Ringtone Club: Gr8 new polys direct to your mobile every week !,spam,roman,sms_phishing,False
5a1aef6394ba3986,"URGENT! Your Mobile No 07808726822 was awarded a Â£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",smishing,roman,sms_phishing,False
358cfbd943aa5350,Great! So what attracts you to the brothas?,ham,roman,sms_phishing,False
d13ff1e7251e217c,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY Â£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",smishing,roman,sms_phishing,False
c5960f2412779624,Hey I am really want to chat text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam,roman,sms_phishing,False
6c708365da12f831,How is it possible to teach you. And where.,ham,roman,uci_sms,False
2aea3feb8fe8d538,"I'm home, my love ... If your still awake ... *loving kiss*",ham,roman,uci_sms,False
eeb945425a0a35d0,88800 and 89034 are premium phone services call 08718711108,spam,roman,uci_sms,False
d7bac44358aadf6c,Lmao ok I wont be needing u to do my hair anymore.,ham,roman,sms_phishing,False
a8a045993c6224e9,MORE THAN 60% UNITS SOLD in first 3 DAYS!!Unitech offers 2/3 bhk in sec 70 grgn@ 5250 psf!!1.5 YRS INTEREST FREE SCHEME.Call Agni 9212255555 to avail discounts,spam,roman,sms_phishing,False
827e74435ec805f1,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,spam,roman,sms_phishing,False
ed1d417f6f068314,ഇജ്ജന്തി heavy ഐറ്റം... എന്റെ പൊന്നു മക്കളെ... ഒരൊന്നൊന്നര ഐറ്റം ufff,ham,native,dravidian_codemix,False
4957d38f326b5e64,അജയ് വാസുദേവ് മാസ്സ് ആക്കുമെന്നു അറിയാം,ham,native,dravidian_codemix,False
8e84097657947dfc,* Will be september by then!,ham,roman,uci_sms,False
d392984650dab5ad,"Please call our customer service representative on 6200992462 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.8,00,000 FL1PKART TEAM",smishing,roman,sms_phishing,False
050845e007b108ae,I'm leaving my house now. Will reach in half an hourï¿½,ham,roman,sms_phishing,False
62ca30c9d8d80cae,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,smishing,roman,sms_phishing,False
56e1fa8debee61bd,ഈ കാട്ടാളൻ പോറിഞ്ചുന്നു കേട്ടാൽ തൃശൂർ മൊത്തങ്ങാട് കുലുങ്ങില്ല??,ham,native,dravidian_codemix,False
b6aba02a6fdd503b,ഈ പ്രായത്തിലും എന്നാ ഒരു എനെർജിയാ.... ഹോ ...... 🤩🥰🤩🤩,ham,native,dravidian_codemix,False
adbc0bdd39deb3b7,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,smishing,roman,sms_phishing,False
66e63c32f9d590ba,"K will do, addie &amp; I are doing some art so I'll be here when you get home",ham,roman,sms_phishing,False
cd6094cc2db57661,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,ham,roman,uci_sms,False
bf61bdc6deca04d8,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,ham,roman,uci_sms,False
ec1d509831283ea7,മാമാങ്കത്തിൽ മമ്മൂക്കയെ കണ്ടു . ഇതിപ്പോ ആരാ .,ham,native,dravidian_codemix,False
129b6df955091d65,"(Alert) Your Rbc Royal Bank has been suspended. To unlock your account, click here: http://reac.mobi/@mobile",smishing,roman,sms_phishing,False
e6a1f2440cff8434,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,ham,roman,uci_sms,False
1db1aa1aa15e3758,മലയാളീസ് ഇവിടെ ലൈക് അടി !!!,ham,native,dravidian_codemix,False
118c67e862d0bf87,"Play CricEx LIVE during India vs. Netherlands match - WIN iPad, Blackberry & Team India Jerseys at the end of the match. Logon to http://m.ibibo.com/c/10",spam,roman,sms_phishing,False
96f91b283e586bfe,"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 7679046492 to claim",smishing,roman,sms_phishing,False
167d5dad313555cc,"I've got ten bucks, jay is being noncomittal",ham,roman,uci_sms,False
d6cc86f7227d8407,ന്റമ്മോ ഇജ്ജാതി trailor.. Uffftrailor ethegilum.. Padam. Pwoliyo pwoli,ham,native,dravidian_codemix,False
1afb77b09120bbfb,Yeah it's jus rite...,ham,roman,sms_phishing,False
0a51e0d1f69226db,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,ham,roman,sms_phishing,False
3f40fbf5cf9d5b03,Does she usually take fifteen minutes to respond to a yes or no question,ham,roman,sms_phishing,False
fbb0d995d3d22dd1,ആംബിപിള്ളേർ എന്ന് വിളക്കുംബ്ബോൾ aaa voice kettaa enthaa ഗാംബ്ബീരം eee പടം ഒരു വലിയ വിജയം aaavum,ham,native,dravidian_codemix,False
5836eb2512368dbf,How is your schedule next week? I am out of town this weekend.,ham,roman,sms_phishing,False
f86ea08a03feff70,YOU ARE CHOSEN TO RECEIVE A Â£350 AWARD! Pls call claim number 09066364312 to collect your award which you are selected to receive as a valued mobile customer.,smishing,roman,sms_phishing,False
0095587de14bc4bc,You have 1 new message. Please call 08718738034.,smishing,roman,sms_phishing,False
67b338ff1664e251,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!",ham,roman,uci_sms,False
2bef4a1798fc3f1d,"Congrats, Your Product Order at Paytm Mall Pvt. Ltd. Is accepted. Message Your Name Company and account number to PH 7679046492",smishing,roman,sms_phishing,False
18944c93d9a70ba5,Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,spam,roman,uci_sms,False
74fc99f67e9d158c,I've sent Ã¼ my part..,ham,roman,sms_phishing,False
b5c1ecfb4adf4039,അതിരടി മാസ്സ്,ham,native,dravidian_codemix,False
9698571808fe5fdb,Super star ഹരീന്ദ്രന് ലൈസൻസ് കിട്ടും എന്ന് ഉറപ്പുള്ളവർ മടിക്കാതെ like അടിച്ചോ..,ham,native,dravidian_codemix,False
c13372fd66f97d72,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",ham,roman,uci_sms,False
2cab1e298399f1fd,Ã neva tell me how i noe... I'm not at home in da aft wat...,ham,roman,sms_phishing,False
c72ccf473e70435d,"Hmph. Go head, big baller.",ham,roman,uci_sms,False
f887e77f81e6887d,Po de :-):):-):-):-). No need job aha.,ham,roman,uci_sms,False
7a30405d681f246a,Just send a text. We'll skype later.,ham,roman,sms_phishing,False
6a8d458e2c339e0f,"Almost there, see u in a sec",ham,roman,uci_sms,False
c37c38f1d347706f,No. Did you multimedia message them or e-mail?,ham,roman,sms_phishing,False
59a9f0f81a25a8d3,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am,ham,roman,uci_sms,False
8b4ddf191de21a00,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",spam,roman,uci_sms,False
b977d863631ecf35,I can take you at like noon,ham,roman,uci_sms,False
b5f8ea0b9e323772,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",ham,roman,sms_phishing,False
ba6d011743476946,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,ham,roman,sms_phishing,False
e84429e929e0694a,പലദേശം. പല ഭാഷ ഒരേ ഒരു രാജാവ് അല്ലാതെ സ്വന്തം രാജവയത് അല്ല,ham,native,dravidian_codemix,False
58ed06692d6da518,ഞാനും ഒരു ഫാൻ ആണ് പ്രിത്വിരാജിന്റെ മാത്രം ഫാൻ,ham,native,dravidian_codemix,False
83b70ae0d2b1f5a4,#L2 Finale Announcement post kand Trailer കാണാൻ വന്നവരുണ്ടോ?!!,ham,native,dravidian_codemix,False
649f9b2680cc81b8,എനിക്ക് അവളെ പ്രേമിക്കാൻ ആണ്... രൂപക്കൂട്ടിൽ എടുത്തു വെക്കാൻ അല്ല,ham,native,dravidian_codemix,False
fd33276b909443a0,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,smishing,roman,sms_phishing,False
919fe603651b848f,K I'll take care of it,ham,roman,uci_sms,False
591de8dee7d0aa20,Its ok my arm is feeling weak cuz i got a shot so we can go another time,ham,roman,uci_sms,False
4fab447af4bf2061,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,spam,roman,sms_phishing,False
2c66b3f9e04d21e7,If he wll start searching he will get job in few days.,ham,roman,sms_phishing,False
41c00b0c4cb98643,We stopped to get ice cream and will go back after,ham,roman,uci_sms,False
2cca9caf2ef68002,മഞ്ജു ചേച്ചിക്ക് പറ്റിയ bold role.. പണ്ട് കാണുന്ന പോലെ തന്നെ..FDFS കണ്ടിരിക്കും.. മഞ്ജു ചേച്ചി,ham,native,dravidian_codemix,False
b328e250a49e4fbf,*ഇതൊരു മലയാള സിനിമ തന്നെയാണോ മലയാള സിനിമയുടെ Range തന്നെ മാറിയല്ലൊ .....*,ham,native,dravidian_codemix,False
